epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
167,4166.13,0.75135,0.42406,0.91341,0.95121,0.89467,0.93949,0.64143,0.9776,0.4638,0.98369,6.7132e-05,6.7132e-05,6.7132e-05
168,4190.95,0.73922,0.42549,0.90974,0.95236,0.89439,0.93838,0.64249,0.97713,0.4631,0.98488,6.6934e-05,6.6934e-05,6.6934e-05
169,4215.79,0.73401,0.4184,0.90835,0.95038,0.89637,0.93735,0.64422,0.9768,0.46399,0.98355,6.6736e-05,6.6736e-05,6.6736e-05
170,4240.62,0.74137,0.41784,0.90728,0.94736,0.8991,0.93783,0.64449,0.97417,0.4622,0.98228,6.6538e-05,6.6538e-05,6.6538e-05
171,4265.39,0.73113,0.41783,0.90156,0.9445,0.89963,0.93736,0.64572,0.97342,0.46146,0.98127,6.634e-05,6.634e-05,6.634e-05
172,4290.22,0.73433,0.414,0.90497,0.94546,0.89494,0.93551,0.64554,0.97414,0.46172,0.98143,6.6142e-05,6.6142e-05,6.6142e-05
173,4315.02,0.73394,0.41552,0.90709,0.94802,0.89496,0.93724,0.64456,0.97479,0.46125,0.98242,6.5944e-05,6.5944e-05,6.5944e-05
174,4339.83,0.74149,0.42423,0.90316,0.95605,0.88613,0.93733,0.64581,0.97484,0.46008,0.98186,6.5746e-05,6.5746e-05,6.5746e-05
175,4364.83,0.72949,0.41447,0.90479,0.95826,0.88348,0.93774,0.64442,0.97436,0.45995,0.98189,6.5548e-05,6.5548e-05,6.5548e-05
176,4389.81,0.73351,0.42039,0.90053,0.95713,0.88565,0.93813,0.64548,0.97208,0.45932,0.9814,6.535e-05,6.535e-05,6.535e-05
177,4414.85,0.72561,0.41057,0.90428,0.95777,0.88695,0.939,0.64474,0.9705,0.45856,0.98059,6.5152e-05,6.5152e-05,6.5152e-05
178,4440.29,0.72758,0.41467,0.90623,0.94719,0.89762,0.93989,0.64474,0.96887,0.45792,0.98165,6.4954e-05,6.4954e-05,6.4954e-05
179,4465.38,0.72615,0.413,0.9037,0.95013,0.89306,0.93876,0.64684,0.96789,0.45745,0.98236,6.4756e-05,6.4756e-05,6.4756e-05
180,4491.09,0.71801,0.40818,0.89953,0.95631,0.89178,0.93815,0.64482,0.96698,0.45898,0.98287,6.4558e-05,6.4558e-05,6.4558e-05
181,4516.18,0.72833,0.41668,0.90517,0.95354,0.89319,0.93733,0.64448,0.96605,0.4595,0.98176,6.436e-05,6.436e-05,6.436e-05
182,4541.56,0.71016,0.40812,0.89833,0.9496,0.90082,0.93919,0.64761,0.9644,0.46104,0.98034,6.4162e-05,6.4162e-05,6.4162e-05
183,4566.91,0.71871,0.4116,0.90572,0.9473,0.89978,0.93909,0.64898,0.96414,0.46063,0.98066,6.3964e-05,6.3964e-05,6.3964e-05
184,4592.34,0.72678,0.41488,0.90323,0.95446,0.89171,0.93922,0.64784,0.96087,0.46026,0.97912,6.3766e-05,6.3766e-05,6.3766e-05
185,4617.55,0.71973,0.41351,0.89976,0.94526,0.8968,0.93924,0.64693,0.95999,0.46146,0.97861,6.3568e-05,6.3568e-05,6.3568e-05
186,4642.88,0.71839,0.41208,0.90239,0.94501,0.89873,0.93899,0.64797,0.95625,0.46084,0.97818,6.337e-05,6.337e-05,6.337e-05
187,4668.22,0.71309,0.41048,0.89732,0.9419,0.89984,0.9388,0.64806,0.95508,0.46071,0.97861,6.3172e-05,6.3172e-05,6.3172e-05
188,4693.56,0.71061,0.40628,0.89798,0.94488,0.90085,0.93988,0.64867,0.95517,0.46015,0.97885,6.2974e-05,6.2974e-05,6.2974e-05
189,4718.88,0.71807,0.40542,0.89717,0.94177,0.90038,0.93906,0.64857,0.95428,0.4589,0.97875,6.2776e-05,6.2776e-05,6.2776e-05
190,4744.38,0.72345,0.41094,0.90002,0.94038,0.90055,0.93871,0.64951,0.95424,0.45765,0.97874,6.2578e-05,6.2578e-05,6.2578e-05
191,4769.53,0.70918,0.40163,0.89963,0.94083,0.90216,0.93899,0.64968,0.95295,0.45698,0.97824,6.238e-05,6.238e-05,6.238e-05
192,4794.93,0.71414,0.40867,0.89475,0.93954,0.90266,0.93896,0.65032,0.95316,0.45784,0.97782,6.2182e-05,6.2182e-05,6.2182e-05
193,4820.19,0.71825,0.40796,0.90142,0.93721,0.90249,0.93884,0.65023,0.95294,0.457,0.97787,6.1984e-05,6.1984e-05,6.1984e-05
194,4845.39,0.7148,0.40177,0.90029,0.93956,0.90201,0.93946,0.65061,0.95125,0.45597,0.9772,6.1786e-05,6.1786e-05,6.1786e-05
195,4870.85,0.70584,0.40326,0.89596,0.93936,0.90426,0.93882,0.65123,0.95151,0.45611,0.97728,6.1588e-05,6.1588e-05,6.1588e-05
196,4896.3,0.70319,0.40265,0.89724,0.93929,0.90342,0.93867,0.65278,0.95102,0.45496,0.9773,6.139e-05,6.139e-05,6.139e-05
197,4921.76,0.71449,0.40789,0.89852,0.93588,0.9061,0.93851,0.65235,0.95073,0.45496,0.97719,6.1192e-05,6.1192e-05,6.1192e-05
198,4946.88,0.70688,0.40197,0.89505,0.93454,0.90464,0.93853,0.65307,0.94956,0.45437,0.9769,6.0994e-05,6.0994e-05,6.0994e-05
199,4972.32,0.70635,0.40665,0.89933,0.94074,0.90497,0.93977,0.65425,0.9471,0.4528,0.97628,6.0796e-05,6.0796e-05,6.0796e-05
200,4997.67,0.69748,0.39971,0.89516,0.94152,0.90562,0.9402,0.65447,0.9466,0.4526,0.97574,6.0598e-05,6.0598e-05,6.0598e-05
201,5023.05,0.71125,0.40516,0.89743,0.94533,0.89733,0.93884,0.65382,0.94645,0.45109,0.97572,6.04e-05,6.04e-05,6.04e-05
202,5048,0.69515,0.39896,0.89194,0.94842,0.89825,0.94005,0.65365,0.94621,0.4511,0.97602,6.0202e-05,6.0202e-05,6.0202e-05
203,5073.02,0.70204,0.40134,0.89816,0.9442,0.90419,0.94017,0.65315,0.94631,0.45191,0.97617,6.0004e-05,6.0004e-05,6.0004e-05
204,5098,0.7022,0.40213,0.89332,0.95255,0.89332,0.93977,0.65339,0.94513,0.45138,0.97608,5.9806e-05,5.9806e-05,5.9806e-05
205,5122.89,0.6946,0.3959,0.89425,0.95205,0.8956,0.9398,0.65347,0.94335,0.45038,0.97576,5.9608e-05,5.9608e-05,5.9608e-05
206,5147.75,0.68897,0.39701,0.89661,0.94985,0.89865,0.94031,0.65425,0.94188,0.44921,0.97588,5.941e-05,5.941e-05,5.941e-05
207,5172.71,0.7082,0.40374,0.89544,0.95006,0.89893,0.94013,0.65385,0.94155,0.4483,0.97586,5.9212e-05,5.9212e-05,5.9212e-05
208,5197.6,0.6944,0.39733,0.89688,0.95172,0.89848,0.94042,0.65416,0.94046,0.44733,0.97527,5.9014e-05,5.9014e-05,5.9014e-05
209,5222.57,0.69371,0.39522,0.89466,0.94849,0.89972,0.94027,0.65412,0.94041,0.44795,0.97495,5.8816e-05,5.8816e-05,5.8816e-05
210,5247.56,0.69398,0.39477,0.89231,0.9465,0.90188,0.94034,0.65454,0.94,0.44746,0.9755,5.8618e-05,5.8618e-05,5.8618e-05
211,5272.42,0.69047,0.3906,0.89349,0.94729,0.90295,0.94104,0.65508,0.93922,0.44681,0.97517,5.842e-05,5.842e-05,5.842e-05
212,5297.41,0.69427,0.39464,0.89268,0.94712,0.90319,0.94111,0.65617,0.93895,0.44696,0.97511,5.8222e-05,5.8222e-05,5.8222e-05
213,5322.31,0.68652,0.39484,0.89225,0.94576,0.90317,0.94042,0.65552,0.9403,0.44657,0.9755,5.8024e-05,5.8024e-05,5.8024e-05
214,5347.13,0.69184,0.39491,0.89467,0.94563,0.90411,0.94119,0.6554,0.94007,0.4461,0.97577,5.7826e-05,5.7826e-05,5.7826e-05
215,5371.96,0.68582,0.39165,0.89216,0.94843,0.90375,0.94142,0.65506,0.94039,0.44615,0.9762,5.7628e-05,5.7628e-05,5.7628e-05
216,5396.86,0.68306,0.39167,0.8898,0.94493,0.90568,0.9415,0.65466,0.93888,0.44602,0.97607,5.743e-05,5.743e-05,5.743e-05
217,5421.58,0.67986,0.38372,0.89152,0.9447,0.90525,0.94177,0.65463,0.93807,0.44566,0.97603,5.7232e-05,5.7232e-05,5.7232e-05
218,5446.65,0.67309,0.38553,0.89017,0.94631,0.90369,0.94121,0.65485,0.93785,0.44478,0.9759,5.7034e-05,5.7034e-05,5.7034e-05
219,5471.64,0.69025,0.39525,0.89751,0.9465,0.90315,0.94057,0.65577,0.937,0.44416,0.97605,5.6836e-05,5.6836e-05,5.6836e-05
220,5496.7,0.67618,0.39044,0.88992,0.94567,0.90361,0.94095,0.65593,0.93716,0.44373,0.97626,5.6638e-05,5.6638e-05,5.6638e-05
221,5521.67,0.67537,0.38756,0.88408,0.94567,0.90293,0.94027,0.6565,0.93626,0.44383,0.97599,5.644e-05,5.644e-05,5.644e-05
222,5546.63,0.68089,0.38979,0.89021,0.9467,0.90255,0.94112,0.657,0.9358,0.44372,0.97616,5.6242e-05,5.6242e-05,5.6242e-05
223,5571.52,0.67651,0.38635,0.89101,0.9483,0.90305,0.94164,0.65528,0.93501,0.44292,0.97576,5.6044e-05,5.6044e-05,5.6044e-05
224,5596.4,0.67372,0.38623,0.88886,0.94864,0.90242,0.94099,0.65593,0.93454,0.44284,0.97583,5.5846e-05,5.5846e-05,5.5846e-05
225,5621.32,0.66494,0.38014,0.88986,0.94832,0.90359,0.94153,0.65607,0.93465,0.44283,0.97573,5.5648e-05,5.5648e-05,5.5648e-05
226,5646.19,0.66602,0.37974,0.88833,0.94768,0.90659,0.94127,0.65539,0.93461,0.44346,0.97606,5.545e-05,5.545e-05,5.545e-05
227,5671.05,0.67222,0.38333,0.88966,0.94829,0.90713,0.94218,0.65569,0.93364,0.44353,0.97581,5.5252e-05,5.5252e-05,5.5252e-05
228,5695.85,0.68389,0.38869,0.89057,0.94825,0.90735,0.94232,0.65588,0.93283,0.44318,0.97555,5.5054e-05,5.5054e-05,5.5054e-05
229,5720.58,0.66693,0.38522,0.88736,0.94827,0.90678,0.94245,0.65617,0.93178,0.44299,0.97538,5.4856e-05,5.4856e-05,5.4856e-05
230,5745.28,0.67227,0.38269,0.88864,0.94923,0.90703,0.94262,0.65619,0.93172,0.44234,0.97527,5.4658e-05,5.4658e-05,5.4658e-05
231,5770.11,0.67574,0.38312,0.88779,0.95007,0.90727,0.94317,0.6558,0.93118,0.4423,0.97495,5.446e-05,5.446e-05,5.446e-05
232,5795.01,0.67618,0.39072,0.89316,0.95236,0.90719,0.94333,0.65577,0.9304,0.44195,0.97493,5.4262e-05,5.4262e-05,5.4262e-05
233,5819.83,0.66637,0.38382,0.8902,0.95275,0.90813,0.94346,0.65626,0.9299,0.44251,0.97503,5.4064e-05,5.4064e-05,5.4064e-05
234,5844.7,0.6658,0.38159,0.88787,0.95141,0.90835,0.94349,0.65601,0.92965,0.44327,0.97521,5.3866e-05,5.3866e-05,5.3866e-05
235,5869.63,0.66529,0.38143,0.89115,0.95168,0.90679,0.94333,0.65561,0.92965,0.44276,0.97493,5.3668e-05,5.3668e-05,5.3668e-05
236,5894.56,0.66979,0.3829,0.88527,0.95194,0.90543,0.9431,0.65618,0.92965,0.44299,0.97511,5.347e-05,5.347e-05,5.347e-05
237,5919.56,0.66017,0.37829,0.88743,0.95072,0.90458,0.94259,0.6563,0.92927,0.4434,0.97504,5.3272e-05,5.3272e-05,5.3272e-05
